"Date","Price","Open","High","Low","Vol.","Change %"
"04/04/2023","6.8241","6.8735","6.9228","6.7921","","-0.29%"
"04/03/2023","6.8439","6.8883","7.0067","6.8266","","0.18%"
"03/31/2023","6.8315","6.7847","6.9080","6.7279","","0.00%"
"03/30/2023","6.8315","6.9278","7.0042","6.8143","","-1.77%"
"03/29/2023","6.9549","6.8883","7.1449","6.8784","","0.71%"
"03/28/2023","6.9056","6.8932","6.9500","6.8241","","0.25%"
"03/27/2023","6.8883","6.7452","6.9697","6.7156","","1.38%"
"03/24/2023","6.7945","6.5083","6.9105","6.5083","","4.00%"
"03/23/2023","6.5330","6.5750","6.6638","6.4886","","-0.23%"
"03/22/2023","6.5478","6.7082","6.7181","6.4565","","-2.89%"
"03/21/2023","6.7427","6.8611","6.9598","6.7230","","-2.50%"
"03/20/2023","6.9154","6.9228","6.9574","6.8611","","-1.37%"
"03/17/2023","7.0116","6.9697","7.0314","6.9130","","1.64%"
"03/16/2023","6.8982","6.9056","6.9302","6.8266","","-0.53%"
"03/15/2023","6.9352","6.9352","6.9648","6.8414","","0.93%"
"03/14/2023","6.8710","6.7674","6.9031","6.6860","","1.72%"
"03/13/2023","6.7551","6.7181","6.8685","6.5848","","0.77%"
"03/10/2023","6.7032","6.5602","6.7106","6.5231","","2.03%"
"03/09/2023","6.5700","6.7625","6.8241","6.5577","","-3.16%"
"03/08/2023","6.7847","6.8636","6.8858","6.7526","","-1.50%"
"03/07/2023","6.8883","6.8908","6.9401","6.8069","","0.40%"
"03/06/2023","6.8611","6.9475","6.9598","6.8463","","-1.91%"
"03/03/2023","6.9944","7.0240","7.0561","6.9697","","-0.56%"
"03/02/2023","7.0338","7.0264","7.1227","6.9919","","0.39%"
"03/01/2023","7.0067","7.0240","7.0486","6.9302","","0.64%"
"02/28/2023","6.9623","6.9746","7.0536","6.9376","","-0.63%"
"02/27/2023","7.0067","7.1301","7.1350","6.9672","","-1.63%"
"02/24/2023","7.1227","7.4039","7.4237","7.1153","","-3.83%"
"02/23/2023","7.4064","7.4212","7.4853","7.3768","","0.07%"
"02/22/2023","7.4015","7.5371","7.5668","7.3718","","-1.67%"
"02/21/2023","7.5273","7.6556","7.7419","7.5199","","-1.74%"
"02/17/2023","7.6605","7.6679","7.7123","7.6112","","0.00%"
"02/16/2023","7.6605","7.7049","7.7246","7.6334","","-0.51%"
"02/15/2023","7.7000","7.8677","7.8751","7.6802","","-2.07%"
"02/14/2023","7.8628","7.8850","7.9689","7.8381","","-0.50%"
"02/13/2023","7.9023","7.8657","7.9413","7.7564","","0.65%"
"02/10/2023","7.8509","7.5822","7.8880","7.5544","","3.69%"
"02/09/2023","7.5718","7.6399","7.6960","7.5618","","-0.95%"
"02/08/2023","7.6443","7.5078","7.6543","7.4774","","1.96%"
"02/07/2023","7.4973","7.5098","7.5673","7.4473","","-0.07%"
"02/06/2023","7.5023","7.6098","7.6598","7.4548","","-0.86%"
"02/03/2023","7.5673","7.5698","7.7648","7.5123","","-0.56%"
"02/02/2023","7.6098","7.5773","7.7073","7.5048","","0.16%"
"02/01/2023","7.5973","7.6023","7.6173","7.4473","","-0.20%"
"01/31/2023","7.6123","7.5223","7.6648","7.4198","","1.16%"
